#"Strom" I_A1 / A "Magn. Flussdichte" B_B1 / mT
0 4
-0,0015 4
0 3,5
0,0015 4
0 3,5
0 4
0,0015 3,5
0 4
0 3,5
-0,0015 4
0,0015 3,5
0 3,5
0 3,5
0 3,5
0 3,5
0 3,5
0 4
0 3,5
0 3,5
0 3,5
0 3,5
0,0015 3,5
0 3,5
0,0105 5
0,0315 7,5
0,0525 12,5
0,0765 18,5
0,102 26
0,1275 35
0,156 45
0,1845 55,5
0,216 67,5
0,2505 82
0,2925 98
0,3405 116,5
0,3855 137
0,4335 158
0,48 179
0,525 201
0,5715 221,5
0,6195 243
0,6675 264,5
0,714 285
0,759 305,5
0,81 326,5
0,8595 347
0,9075 367
0,9525 385,5
0,993 402,5
1,0305 417,5
1,0665 432
1,1025 445,5
1,1415 459
1,179 472,5
1,212 485
1,242 496,5
1,2705 507
1,2975 517
1,3275 527
1,356 537
1,3845 546
1,413 555,5
1,4415 565,5
1,47 574
1,4955 583
1,518 590,5
1,5405 599
1,5645 606
1,587 613,5
1,6125 621
1,641 629,5
1,668 637,5
1,6935 645,5
1,722 653,5
1,7475 661,5
1,779 670
1,809 679
1,839 687,5
1,869 696
1,899 705
1,929 713,5
1,962 722
1,9935 731,5
2,028 740,5
2,0625 749,5
2,0985 758,5
2,1315 767,5
2,1675 778
2,199 785,5
2,232 794
2,262 802
2,2965 810,5
2,334 819,5
2,3685 828
2,4015 835,5
2,4315 844
2,4645 851
2,5005 859
2,5365 867
2,5695 874
2,5995 881,5
2,6355 888
2,67 895,5
2,6985 902
2,724 907,5
2,748 913
2,766 917,5
2,7915 922
2,8215 926,5
2,847 931,5
2,868 936
2,8875 940
2,9055 943,5
2,925 947
2,946 950
2,964 953,5
2,9805 956
2,9955 959
3,0075 961
3,024 963,5
3,048 966,5
3,075 970
3,0825 974,5
3,0825 979
3,0825 984,5
3,0825 989
3,0825 992
3,0825 995
3,0825 996,5
3,0825 998
3,0825 999
3,0825 999
3,0825 998,5
3,0825 996,5
3,0825 993,5
3,0825 989
3,033 983,5
2,973 978
2,9175 972,5
2,8725 967
2,8335 962
2,7915 957,5
2,757 953
2,7255 949
2,691 944,5
2,652 939
2,6085 933,5
2,5635 927,5
2,5245 921
2,4855 915
2,448 908,5
2,412 902,5
2,3805 896
2,3475 890,5
2,3175 884
