#"Strom" I_A1 / A "Magn. Flussdichte" B_B1 / mT
1,1115 424,5
1,1415 436,5
1,1685 448
1,197 459
1,224 469,5
1,254 480
1,26 489
1,2585 493,5
1,2585 496,5
1,2585 499
1,2585 500,5
1,26 501,5
1,2585 502,5
1,26 503
1,26 504
1,26 504
1,26 504,5
1,2615 505
1,2585 505
1,26 505
1,2585 505
1,26 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,2585 505,5
1,26 505,5
1,26 506
1,26 505,5
1,2585 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,2615 505,5
1,26 505,5
1,26 505,5
1,2585 506
1,2585 506
1,2585 505,5
1,2585 506
1,2585 505,5
1,26 506
1,26 506
1,26 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,2585 505,5
1,2585 505,5
1,2585 505,5
1,2585 505,5
1,26 505,5
1,26 506
1,2585 505,5
1,2585 506
1,2585 506
1,2585 505,5
1,26 505,5
1,26 505,5
1,26 505,5
1,2585 506
1,26 506
1,248 504,5
1,23 502,5
1,209 500
1,1865 496,5
1,1625 492,5
1,1355 487,5
1,11 482,5
1,0815 477
1,0545 470,5
1,026 464,5
0,996 457,5
0,9675 450
0,9375 442,5
0,9045 434,5
0,8715 425
0,8355 415,5
0,7995 405
0,765 394,5
0,7305 383,5
0,696 372,5
0,6615 360,5
0,6285 348,5
0,5955 336,5
0,561 324
0,528 311,5
0,4935 298,5
0,459 285
0,423 271
0,39 256,5
0,357 242
0,321 226
0,288 210,5
0,252 194,5
0,2175 178
0,1815 161
0,1485 145
0,123 131
0,1035 120
0,0885 110,5
0,0735 102,5
0,0645 95,5
0,0525 89,5
0,045 84,5
0,039 80
0,033 76,5
0,0285 73,5
0,024 70
0,021 68
0,018 65,5
0,0165 64
0,0135 62,5
0,0105 61
0,0105 60
0,0105 59
0,0075 58
0,0075 57
0,0045 56,5
0,0045 56
0,0045 55
0,003 55
0,0045 54,5
0,0045 54
0,0015 54
0,0015 53,5
0,0015 53
0,0015 53
0,0015 52,5
0 52
0,0015 52,5
0 52
0 52
0 52
0,0015 52
0 51,5
0 51,5
0 52
0 51,5
0,0015 51,5
0 51,5
0 51,5
0 51,5
0 51,5
0 51,5
0,0015 51,5
0,0015 51,5
0 51,5
0 51
0,0015 51,5
0 51,5
0 51,5
-0,0015 51,5
0 51,5
0,0015 51,5
0 51,5
-0,0015 51,5
0,0015 51,5
0 51,5
0 51,5
-0,0015 51
0,0015 51,5
-0,009 50,5
-0,021 47
-0,0345 42
-0,0525 35,5
-0,072 27
-0,096 17
-0,123 5
-0,153 -8
-0,186 -21,5
-0,219 -37,5
-0,2535 -53,5
-0,2925 -70
-0,3285 -86,5
-0,366 -104
-0,4095 -122,5
-0,4515 -141
-0,4875 -159
-0,525 -176
-0,561 -193
-0,5955 -209
-0,6315 -225
-0,669 -241
-0,705 -257
-0,741 -274
-0,7725 -288,5
-0,8055 -303,5
-0,8385 -317,5
-0,873 -333
-0,909 -347
-0,942 -361,5
-0,9795 -377,5
-1,0155 -392
-1,0515 -406,5
-1,0845 -421
-1,1205 -434,5
-1,1535 -448
-1,188 -461
-1,221 -474,5
-1,2555 -487,5
-1,26 -497
-1,26 -502
-1,26 -505
-1,2585 -507,5
-1,2585 -509
-1,2585 -510
-1,2585 -511
-1,26 -512
-1,26 -513
-1,2585 -513
-1,26 -513,5
-1,2585 -514
-1,2585 -513,5
-1,26 -513,5
-1,2585 -514
-1,2585 -514
-1,2585 -513,5
-1,2585 -514
-1,26 -514
-1,2585 -514
-1,26 -514
-1,2585 -514
-1,26 -514,5
-1,2585 -514
-1,26 -514
-1,26 -514
-1,2585 -514,5
-1,2585 -514
-1,2585 -514
-1,2585 -514
-1,26 -514
-1,2585 -514
-1,2585 -514
-1,26 -514
-1,26 -514
-1,2585 -514,5
-1,2585 -514
-1,26 -514,5
-1,26 -514,5
-1,26 -514
-1,2585 -514,5
-1,2585 -514,5
-1,26 -514,5
-1,2585 -514,5
-1,2585 -514
-1,2585 -514
-1,2585 -514,5
-1,26 -514,5
-1,2585 -514
-1,2585 -514,5
-1,2585 -514
-1,2585 -514,5
-1,26 -514
-1,2585 -514,5
-1,2585 -514
-1,26 -514
-1,26 -514,5
-1,2585 -514
-1,26 -514,5
-1,26 -514,5
-1,2585 -514
-1,257 -514
-1,2405 -512,5
-1,221 -510
-1,1985 -506,5
-1,17 -502,5
-1,137 -497
-1,1055 -490,5
-1,068 -483
-1,029 -474,5
-0,9885 -465
-0,9495 -455
-0,909 -444,5
-0,867 -433
-0,825 -421
-0,7785 -407,5
-0,732 -393
-0,684 -378
-0,636 -361
-0,588 -344
-0,5355 -325
-0,4905 -306,5
-0,444 -287
-0,399 -267,5
-0,3555 -247,5
-0,3105 -228
-0,27 -208
-0,228 -188,5
-0,1875 -170
-0,156 -152,5
-0,1305 -138
-0,108 -126,5
-0,093 -116
-0,0795 -107,5
-0,0675 -100
-0,057 -93,5
-0,048 -88,5
-0,042 -84
-0,036 -79,5
-0,0315 -76,5
-0,0255 -73,5
-0,0225 -71
-0,0195 -68,5
-0,0165 -66,5
-0,0135 -65
-0,012 -64
-0,0105 -62,5
-0,0105 -61,5
-0,0075 -60,5
-0,006 -60
-0,006 -59
-0,0045 -58
-0,003 -58
-0,003 -57
