MIN=0	-10	-10	0	0	0	
MAX=28,28427125	10	10	60	12	5	
SCALE=10	5	5	10	5	1	
DEC=1	2	2	1	1	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"grid voltage" U_s	"amp voltage" f(U_s) / V	"Frequenz" f / Hz	
0	0,065	0,005	0,05	0,065	NAN	
0,1	0,065	0,01	0,1	0,065	NAN	
0,2	0,065	0,005	0,05	0,065	NAN	
0,3	0,06	0,005	0,05	0,06	NAN	
0,4	0,065	0,005	0,05	0,065	NAN	
0,5	0,07	0,02	0,2	0,07	NAN	
0,6	0,07	0,035	0,35	0,07	NAN	
0,7	0,065	0,045	0,45	0,065	NAN	
0,8	0,07	0,06	0,6	0,07	NAN	
0,9	0,06	0,075	0,75	0,06	NAN	
1	0,065	0,09	0,9	0,065	NAN	
1,1	0,06	0,105	1,05	0,06	NAN	
1,2	0,06	0,115	1,15	0,06	NAN	
1,3	0,06	0,135	1,35	0,06	NAN	
1,4	0,065	0,14	1,4	0,065	NAN	
1,5	0,06	0,165	1,65	0,06	NAN	
1,6	0,065	0,175	1,75	0,065	NAN	
1,7	0,065	0,195	1,95	0,065	NAN	
1,8	0,065	0,205	2,05	0,065	NAN	
1,9	0,065	0,22	2,2	0,065	NAN	
2	0,065	0,235	2,35	0,065	NAN	
2,1	0,065	0,25	2,5	0,065	NAN	
2,2	0,065	0,265	2,65	0,065	NAN	
2,3	0,06	0,28	2,8	0,06	NAN	
2,4	0,065	0,29	2,9	0,065	NAN	
2,5	0,06	0,31	3,1	0,06	NAN	
2,6	0,065	0,32	3,2	0,065	NAN	
2,7	0,065	0,34	3,4	0,065	NAN	
2,8	0,065	0,35	3,5	0,065	NAN	
2,9	0,065	0,36	3,6	0,065	NAN	
3	0,065	0,38	3,8	0,065	NAN	
3,1	0,065	0,395	3,95	0,065	NAN	
3,2	0,065	0,405	4,05	0,065	NAN	
3,3	0,07	0,425	4,25	0,07	NAN	
3,4	0,065	0,435	4,35	0,065	NAN	
3,5	0,07	0,45	4,5	0,07	NAN	
3,6	0,07	0,465	4,65	0,07	NAN	
3,7	0,065	0,475	4,75	0,065	NAN	
3,8	0,075	0,5	5	0,075	NAN	
3,9	0,07	0,51	5,1	0,07	NAN	
4	0,075	0,52	5,2	0,075	NAN	
4,1	0,08	0,54	5,4	0,08	NAN	
4,2	0,075	0,55	5,5	0,075	NAN	
4,3	0,08	0,565	5,65	0,08	NAN	
4,4	0,08	0,58	5,8	0,08	NAN	
4,5	0,09	0,59	5,9	0,09	NAN	
4,6	0,09	0,615	6,15	0,09	NAN	
4,7	0,095	0,625	6,25	0,095	NAN	
4,8	0,095	0,64	6,4	0,095	NAN	
4,9	0,1	0,655	6,55	0,1	NAN	
5	0,105	0,67	6,7	0,105	NAN	
5,1	0,11	0,685	6,85	0,11	NAN	
5,2	0,115	0,7	7	0,115	NAN	
5,3	0,12	0,71	7,1	0,12	NAN	
5,4	0,12	0,725	7,25	0,12	NAN	
5,5	0,125	0,74	7,4	0,125	NAN	
5,6	0,125	0,755	7,55	0,125	NAN	
5,7	0,13	0,77	7,7	0,13	NAN	
5,8	0,13	0,78	7,8	0,13	NAN	
5,9	0,14	0,8	8	0,14	NAN	
6	0,14	0,81	8,1	0,14	NAN	
6,1	0,145	0,83	8,3	0,145	NAN	
6,2	0,15	0,84	8,4	0,15	NAN	
6,3	0,155	0,855	8,55	0,155	NAN	
6,4	0,155	0,87	8,7	0,155	NAN	
6,5	0,16	0,89	8,9	0,16	NAN	
6,6	0,16	0,9	9	0,16	NAN	
6,7	0,16	0,91	9,1	0,16	NAN	
6,8	0,165	0,93	9,3	0,165	NAN	
6,9	0,175	0,945	9,45	0,175	NAN	
7	0,18	0,955	9,55	0,18	NAN	
