MIN=0	-10	-10	0	0	0	
MAX=40	10	10	60	12	5	
SCALE=10	5	5	10	5	1	
DEC=1	2	2	1	1	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"grid voltage" U_s	"amp voltage" f(U_s) / V	"Frequenz" f / Hz	
0	0,06	0,015	0,15	0,06	NAN	
0,1	0,065	0,015	0,15	0,065	NAN	
0,2	0,06	0,015	0,15	0,06	NAN	
0,3	0,06	0,02	0,2	0,06	NAN	
0,4	0,06	0,04	0,4	0,06	NAN	
0,5	0,06	0,055	0,55	0,06	NAN	
0,6	0,07	0,08	0,8	0,07	NAN	
0,7	0,065	0,095	0,95	0,065	NAN	
0,8	0,065	0,115	1,15	0,065	NAN	
0,9	0,065	0,135	1,35	0,065	NAN	
1	0,06	0,15	1,5	0,06	NAN	
1,1	0,06	0,175	1,75	0,06	NAN	
1,2	0,07	0,195	1,95	0,07	NAN	
1,3	0,06	0,215	2,15	0,06	NAN	
1,4	0,065	0,225	2,25	0,065	NAN	
1,5	0,055	0,245	2,45	0,055	NAN	
1,6	0,065	0,265	2,65	0,065	NAN	
1,7	0,06	0,285	2,85	0,06	NAN	
1,8	0,065	0,305	3,05	0,065	NAN	
1,9	0,055	0,325	3,25	0,055	NAN	
2	0,07	0,345	3,45	0,07	NAN	
2,1	0,06	0,365	3,65	0,06	NAN	
2,2	0,07	0,39	3,9	0,07	NAN	
2,3	0,06	0,4	4	0,06	NAN	
2,4	0,07	0,425	4,25	0,07	NAN	
2,5	0,06	0,44	4,4	0,06	NAN	
2,6	0,07	0,455	4,55	0,07	NAN	
2,7	0,07	0,48	4,8	0,07	NAN	
2,8	0,07	0,5	5	0,07	NAN	
2,9	0,07	0,525	5,25	0,07	NAN	
3	0,065	0,54	5,4	0,065	NAN	
3,1	0,06	0,555	5,55	0,06	NAN	
3,2	0,07	0,58	5,8	0,07	NAN	
3,3	0,065	0,6	6	0,065	NAN	
3,4	0,07	0,615	6,15	0,07	NAN	
3,5	0,07	0,63	6,3	0,07	NAN	
3,6	0,07	0,655	6,55	0,07	NAN	
3,7	0,065	0,67	6,7	0,065	NAN	
3,8	0,07	0,69	6,9	0,07	NAN	
3,9	0,075	0,715	7,15	0,075	NAN	
4	0,07	0,725	7,25	0,07	NAN	
4,1	0,075	0,75	7,5	0,075	NAN	
4,2	0,07	0,77	7,7	0,07	NAN	
4,3	0,08	0,785	7,85	0,08	NAN	
4,4	0,07	0,815	8,15	0,07	NAN	
4,5	0,08	0,825	8,25	0,08	NAN	
4,6	0,07	0,845	8,45	0,07	NAN	
4,7	0,08	0,865	8,65	0,08	NAN	
4,8	0,07	0,885	8,85	0,07	NAN	
4,9	0,08	0,9	9	0,08	NAN	
5	0,08	0,925	9,25	0,08	NAN	
5,1	0,095	0,945	9,45	0,095	NAN	
5,2	0,095	0,96	9,6	0,095	NAN	
5,3	0,115	0,98	9,8	0,115	NAN	
5,4	0,125	1	10	0,125	NAN	
5,5	0,15	1,015	10,15	0,15	NAN	
5,6	0,18	1,04	10,4	0,18	NAN	
5,7	0,225	1,06	10,6	0,225	NAN	
5,8	0,255	1,08	10,8	0,255	NAN	
5,9	0,295	1,095	10,95	0,295	NAN	
6	0,325	1,115	11,15	0,325	NAN	
6,1	0,33	1,13	11,3	0,33	NAN	
6,2	0,32	1,155	11,55	0,32	NAN	
6,3	0,315	1,17	11,7	0,315	NAN	
