MIN=0	-10	-10	0	0	0	
MAX=28,28427125	10	10	60	12	5	
SCALE=10	5	5	10	5	1	
DEC=1	2	2	1	1	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"grid voltage" U_s	"amp voltage" f(U_s) / V	"Frequenz" f / Hz	
0	0,06	0,01	0,1	0,06	NAN	
0,1	0,07	0,015	0,15	0,07	NAN	
0,2	0,07	0,035	0,35	0,07	NAN	
0,3	0,07	0,055	0,55	0,07	NAN	
0,4	0,065	0,085	0,85	0,065	NAN	
0,5	0,07	0,11	1,1	0,07	NAN	
0,6	0,07	0,13	1,3	0,07	NAN	
0,7	0,075	0,15	1,5	0,075	NAN	
0,8	0,07	0,18	1,8	0,07	NAN	
0,9	0,075	0,2	2	0,075	NAN	
1	0,07	0,225	2,25	0,07	NAN	
1,1	0,07	0,255	2,55	0,07	NAN	
1,2	0,07	0,28	2,8	0,07	NAN	
1,3	0,07	0,3	3	0,07	NAN	
1,4	0,07	0,325	3,25	0,07	NAN	
1,5	0,065	0,345	3,45	0,065	NAN	
1,6	0,07	0,375	3,75	0,07	NAN	
1,7	0,065	0,395	3,95	0,065	NAN	
1,8	0,07	0,425	4,25	0,07	NAN	
1,9	0,06	0,445	4,45	0,06	NAN	
2	0,07	0,47	4,7	0,07	NAN	
2,1	0,065	0,49	4,9	0,065	NAN	
2,2	0,07	0,515	5,15	0,07	NAN	
2,3	0,065	0,54	5,4	0,065	NAN	
2,4	0,07	0,565	5,65	0,07	NAN	
2,5	0,065	0,585	5,85	0,065	NAN	
2,6	0,07	0,615	6,15	0,07	NAN	
2,7	0,065	0,635	6,35	0,065	NAN	
2,8	0,075	0,66	6,6	0,075	NAN	
2,9	0,06	0,685	6,85	0,06	NAN	
3	0,07	0,71	7,1	0,07	NAN	
3,1	0,06	0,73	7,3	0,06	NAN	
3,2	0,07	0,755	7,55	0,07	NAN	
3,3	0,06	0,78	7,8	0,06	NAN	
3,4	0,07	0,805	8,05	0,07	NAN	
3,5	0,06	0,83	8,3	0,06	NAN	
3,6	0,075	0,85	8,5	0,075	NAN	
3,7	0,06	0,875	8,75	0,06	NAN	
3,8	0,075	0,905	9,05	0,075	NAN	
3,9	0,065	0,925	9,25	0,065	NAN	
4	0,07	0,955	9,55	0,07	NAN	
4,1	0,06	0,975	9,75	0,06	NAN	
4,2	0,075	0,995	9,95	0,075	NAN	
4,3	0,07	1,025	10,25	0,07	NAN	
4,4	0,075	1,05	10,5	0,075	NAN	
4,5	0,07	1,07	10,7	0,07	NAN	
4,6	0,075	1,095	10,95	0,075	NAN	
4,7	0,07	1,12	11,2	0,07	NAN	
4,8	0,075	1,14	11,4	0,075	NAN	
4,9	0,07	1,17	11,7	0,07	NAN	
5	0,08	1,195	11,95	0,08	NAN	
5,1	0,075	1,215	12,15	0,075	NAN	
5,2	0,08	1,235	12,35	0,08	NAN	
5,3	0,08	1,265	12,65	0,08	NAN	
5,4	0,08	1,285	12,85	0,08	NAN	
5,5	0,08	1,31	13,1	0,08	NAN	
5,6	0,08	1,335	13,35	0,08	NAN	
5,7	0,08	1,36	13,6	0,08	NAN	
5,8	0,08	1,385	13,85	0,08	NAN	
5,9	0,08	1,405	14,05	0,08	NAN	
6	0,08	1,43	14,3	0,08	NAN	
6,1	0,085	1,455	14,55	0,085	NAN	
6,2	0,08	1,475	14,75	0,08	NAN	
6,3	0,085	1,505	15,05	0,085	NAN	
6,4	0,08	1,525	15,25	0,08	NAN	
6,5	0,085	1,55	15,5	0,085	NAN	
6,6	0,08	1,57	15,7	0,08	NAN	
6,7	0,09	1,6	16	0,09	NAN	
6,8	0,08	1,625	16,25	0,08	NAN	
6,9	0,09	1,645	16,45	0,09	NAN	
7	0,08	1,67	16,7	0,08	NAN	
