MIN=0	-10	-10	0	0	0	
MAX=28,28427125	10	10	60	12	5	
SCALE=10	5	5	10	5	1	
DEC=1	2	2	1	1	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"grid voltage" U_s	"amp voltage" f(U_s) / V	"Frequenz" f / Hz	
0	0,07	0,005	0,05	0,07	NAN	
0,1	0,07	0,005	0,05	0,07	NAN	
0,2	0,07	0,01	0,1	0,07	NAN	
0,3	0,07	0,01	0,1	0,07	NAN	
0,4	0,065	0,005	0,05	0,065	NAN	
0,5	0,07	0,02	0,2	0,07	NAN	
0,6	0,065	0,035	0,35	0,065	NAN	
0,7	0,065	0,05	0,5	0,065	NAN	
0,8	0,065	0,06	0,6	0,065	NAN	
0,9	0,07	0,075	0,75	0,07	NAN	
1	0,06	0,09	0,9	0,06	NAN	
1,1	0,07	0,105	1,05	0,07	NAN	
1,2	0,06	0,12	1,2	0,06	NAN	
1,3	0,065	0,135	1,35	0,065	NAN	
1,4	0,06	0,145	1,45	0,06	NAN	
1,5	0,07	0,165	1,65	0,07	NAN	
1,6	0,06	0,17	1,7	0,06	NAN	
1,7	0,065	0,19	1,9	0,065	NAN	
1,8	0,06	0,205	2,05	0,06	NAN	
1,9	0,065	0,22	2,2	0,065	NAN	
2	0,06	0,235	2,35	0,06	NAN	
2,1	0,065	0,25	2,5	0,065	NAN	
2,2	0,055	0,26	2,6	0,055	NAN	
2,3	0,07	0,28	2,8	0,07	NAN	
2,4	0,06	0,295	2,95	0,06	NAN	
2,5	0,07	0,305	3,05	0,07	NAN	
2,6	0,06	0,325	3,25	0,06	NAN	
2,7	0,07	0,335	3,35	0,07	NAN	
2,8	0,055	0,35	3,5	0,055	NAN	
2,9	0,07	0,365	3,65	0,07	NAN	
3	0,065	0,38	3,8	0,065	NAN	
3,1	0,07	0,395	3,95	0,07	NAN	
3,2	0,065	0,41	4,1	0,065	NAN	
3,3	0,07	0,425	4,25	0,07	NAN	
3,4	0,065	0,435	4,35	0,065	NAN	
3,5	0,07	0,45	4,5	0,07	NAN	
3,6	0,065	0,465	4,65	0,065	NAN	
3,7	0,07	0,475	4,75	0,07	NAN	
3,8	0,065	0,49	4,9	0,065	NAN	
3,9	0,075	0,505	5,05	0,075	NAN	
4	0,07	0,525	5,25	0,07	NAN	
4,1	0,07	0,535	5,35	0,07	NAN	
4,2	0,07	0,55	5,5	0,07	NAN	
4,3	0,07	0,565	5,65	0,07	NAN	
4,4	0,065	0,585	5,85	0,065	NAN	
4,5	0,07	0,595	5,95	0,07	NAN	
4,6	0,07	0,61	6,1	0,07	NAN	
4,7	0,065	0,625	6,25	0,065	NAN	
4,8	0,065	0,64	6,4	0,065	NAN	
4,9	0,065	0,655	6,55	0,065	NAN	
5	0,065	0,67	6,7	0,065	NAN	
5,1	0,065	0,68	6,8	0,065	NAN	
5,2	0,065	0,695	6,95	0,065	NAN	
5,3	0,065	0,71	7,1	0,065	NAN	
5,4	0,07	0,73	7,3	0,07	NAN	
5,5	0,065	0,74	7,4	0,065	NAN	
5,6	0,065	0,75	7,5	0,065	NAN	
5,7	0,06	0,77	7,7	0,06	NAN	
5,8	0,07	0,785	7,85	0,07	NAN	
5,9	0,06	0,795	7,95	0,06	NAN	
6	0,065	0,81	8,1	0,065	NAN	
6,1	0,065	0,83	8,3	0,065	NAN	
6,2	0,07	0,84	8,4	0,07	NAN	
6,3	0,065	0,86	8,6	0,065	NAN	
6,4	0,075	0,87	8,7	0,075	NAN	
6,5	0,07	0,885	8,85	0,07	NAN	
6,6	0,085	0,895	8,95	0,085	NAN	
6,7	0,085	0,915	9,15	0,085	NAN	
6,8	0,1	0,935	9,35	0,1	NAN	
6,9	0,1	0,945	9,45	0,1	NAN	
7	0,125	0,955	9,55	0,125	NAN	
