MIN=0	-10	-10	0	0	0	
MAX=40	10	10	60	12	5	
SCALE=10	5	5	10	5	1	
DEC=1	2	2	1	1	3	
DEF="Zeit" t / s	"Spannung" U_A1 / V	"Spannung" U_B1 / V	"grid voltage" U_s	"amp voltage" f(U_s) / V	"Frequenz" f / Hz	
0	0,065	0,01	0,1	0,065	NAN	
0,1	0,07	0,005	0,05	0,07	NAN	
0,2	0,07	0,01	0,1	0,07	NAN	
0,3	0,07	0,025	0,25	0,07	NAN	
0,4	0,065	0,035	0,35	0,065	NAN	
0,5	0,065	0,045	0,45	0,065	NAN	
0,6	0,065	0,06	0,6	0,065	NAN	
0,7	0,065	0,065	0,65	0,065	NAN	
0,8	0,07	0,08	0,8	0,07	NAN	
0,9	0,065	0,095	0,95	0,065	NAN	
1	0,07	0,105	1,05	0,07	NAN	
1,1	0,06	0,115	1,15	0,06	NAN	
1,2	0,07	0,135	1,35	0,07	NAN	
1,3	0,065	0,15	1,5	0,065	NAN	
1,4	0,07	0,155	1,55	0,07	NAN	
1,5	0,065	0,17	1,7	0,065	NAN	
1,6	0,07	0,18	1,8	0,07	NAN	
1,7	0,06	0,195	1,95	0,06	NAN	
1,8	0,07	0,2	2	0,07	NAN	
1,9	0,06	0,215	2,15	0,06	NAN	
2	0,07	0,23	2,3	0,07	NAN	
2,1	0,06	0,235	2,35	0,06	NAN	
2,2	0,065	0,25	2,5	0,065	NAN	
2,3	0,055	0,26	2,6	0,055	NAN	
2,4	0,07	0,275	2,75	0,07	NAN	
2,5	0,06	0,29	2,9	0,06	NAN	
2,6	0,07	0,3	3	0,07	NAN	
2,7	0,055	0,31	3,1	0,055	NAN	
2,8	0,07	0,325	3,25	0,07	NAN	
2,9	0,06	0,34	3,4	0,06	NAN	
3	0,07	0,35	3,5	0,07	NAN	
3,1	0,065	0,36	3,6	0,065	NAN	
3,2	0,07	0,37	3,7	0,07	NAN	
3,3	0,065	0,38	3,8	0,065	NAN	
3,4	0,075	0,395	3,95	0,075	NAN	
3,5	0,07	0,405	4,05	0,07	NAN	
3,6	0,075	0,425	4,25	0,075	NAN	
3,7	0,075	0,43	4,3	0,075	NAN	
3,8	0,075	0,45	4,5	0,075	NAN	
3,9	0,08	0,455	4,55	0,08	NAN	
4	0,08	0,465	4,65	0,08	NAN	
4,1	0,08	0,48	4,8	0,08	NAN	
4,2	0,085	0,49	4,9	0,085	NAN	
4,3	0,09	0,505	5,05	0,09	NAN	
4,4	0,095	0,515	5,15	0,095	NAN	
4,5	0,095	0,53	5,3	0,095	NAN	
4,6	0,105	0,54	5,4	0,105	NAN	
4,7	0,11	0,555	5,55	0,11	NAN	
4,8	0,11	0,56	5,6	0,11	NAN	
4,9	0,12	0,58	5,8	0,12	NAN	
5	0,125	0,585	5,85	0,125	NAN	
5,1	0,14	0,6	6	0,14	NAN	
5,2	0,14	0,615	6,15	0,14	NAN	
5,3	0,15	0,625	6,25	0,15	NAN	
5,4	0,15	0,635	6,35	0,15	NAN	
5,5	0,165	0,645	6,45	0,165	NAN	
5,6	0,16	0,655	6,55	0,16	NAN	
5,7	0,17	0,67	6,7	0,17	NAN	
5,8	0,17	0,685	6,85	0,17	NAN	
5,9	0,18	0,7	7	0,18	NAN	
6	0,175	0,705	7,05	0,175	NAN	
6,1	0,18	0,72	7,2	0,18	NAN	
6,2	0,17	0,735	7,35	0,17	NAN	
6,3	0,175	0,745	7,45	0,175	NAN	
