# Cäsium	Cobalt	Europium
585	405	898
639	405	918
597	426	914
617	378	887
621	400	820
593	407	893
639	395	894
633	409	916
604	400	845
606	432	918
590	425	846
591	413	869
602	375	837
615	394	870
596	411	845
658	407	864
623	409	894
621	419	845
638	374	851
583	436	908
603	399	814
663	422	854
631	369	829
627	396	865
653	382	893
576	392	900
601	449	876
605	418	847
634	388	867
593	396	869
613	421	837
637	397	861
628	413	889
629	405	830
618	414	877
594	435	788
572	414	809
628	362	844
610	394	818
577	394	834
635	387	821
656	387	810
611	394	851
626	446	908
635	384	850
617	383	844
587	374	847
667	407	847
645	375	806
607	362	821
647	368	807
628	403	817
635	383	846
590	375	816
605	400	847
565	384	861
628	417	806
621	368	823
583	404	888
657	349	831
615	396	873
589	391	849
623	387	836
599	393	855
547	369	827
587	408	889
638	403	806
610	394	882
619	382	846
588	408	831
606	395	868
646	393	874
599	354	860
649	412	912
652	408	889
652	372	903
589	421	946
606	418	901
595	371	919
577	409	898
603	387	850
636	386	893
644	389	936
609	407	907
561	412	914
615	393	860
659	416	934
633	376	917
601	410	925
621	390	897
611	372	879
628	382	886
632	389	904
637	370	898
659	429	944
627	374	962
631	374	931
628	385	938
683	403	932
602	383	1000
632	380	951
580	383	954
626	387	939
634	362	955
611	388	916
607	396	929
615	393	1003
598	352	959
604	381	985
657	380	995
634	376	1039
608	362	934
643	403	988
677	391	955
621	374	1006
624	401	1004
630	368	989
617	366	960
633	380	994
638	409	1019
683	345	1061
637	414	1011
622	374	1018
663	398	972
618	394	963
656	405	1048
680	417	1059
662	353	1143
587	383	1216
600	368	1279
607	394	1445
629	382	1529
641	395	1963
629	421	2418
626	384	2872
647	423	3759
636	377	4783
621	366	6185
629	415	8138
602	364	10408
643	367	13378
646	384	16703
646	381	20168
665	408	23175
607	354	24735
630	393	23394
672	372	19555
626	379	14685
625	401	9682
627	414	6083
595	395	3728
656	409	2503
575	369	1946
707	383	1617
637	389	1396
688	394	1251
660	384	1173
610	410	1125
661	388	1072
643	411	990
673	428	981
609	415	911
631	380	887
645	400	877
627	349	829
708	390	767
637	424	750
614	383	773
618	379	725
632	366	651
624	415	609
661	387	664
608	384	626
647	392	642
633	371	601
640	414	594
679	426	572
631	388	581
622	412	587
659	377	595
600	391	603
660	382	565
677	359	618
647	414	585
690	392	539
608	379	590
634	404	612
640	390	627
667	401	611
656	387	542
585	430	596
637	366	613
622	374	592
665	401	578
634	384	588
652	390	574
625	407	591
661	418	595
675	390	572
651	382	573
648	389	544
646	396	610
649	366	596
616	374	569
647	399	527
653	377	575
654	398	619
653	360	559
629	407	563
651	381	604
660	378	615
671	384	609
651	396	581
634	394	598
629	354	560
652	399	612
643	395	630
605	375	562
611	386	629
662	407	584
625	375	571
600	406	594
694	368	595
582	381	583
639	394	588
650	419	625
616	390	561
641	419	583
640	382	546
623	404	569
686	359	588
665	413	581
669	398	577
606	378	602
614	377	556
637	338	565
650	371	557
639	402	563
571	402	549
636	359	545
643	368	610
644	368	587
648	375	569
622	397	602
602	390	563
641	374	616
621	383	577
572	364	635
633	413	587
643	367	622
615	378	561
609	365	629
587	412	576
611	398	563
626	398	551
605	391	558
628	406	593
607	379	625
648	392	589
633	357	608
631	378	538
672	372	579
658	362	617
618	337	531
637	392	596
658	407	610
639	382	583
584	384	575
666	409	624
636	384	618
633	340	586
618	358	664
644	369	691
660	399	670
559	361	671
599	376	632
648	354	648
626	374	671
653	354	660
631	411	684
642	399	699
649	384	684
613	371	681
596	393	677
620	360	732
650	361	684
569	374	666
590	382	703
688	391	657
615	359	656
692	361	688
657	367	640
638	387	631
606	397	662
654	369	645
623	373	695
620	386	702
606	348	665
637	392	644
625	385	616
625	426	643
681	362	622
647	393	674
626	429	625
608	425	644
609	391	661
593	422	642
650	355	648
590	382	615
597	379	660
626	356	649
617	360	651
617	410	655
644	371	600
601	406	610
559	393	616
594	365	644
637	364	630
623	394	597
603	369	620
686	379	676
567	351	622
597	352	668
622	363	588
611	328	622
607	397	596
644	382	596
627	389	605
606	411	591
659	390	583
613	355	615
635	369	579
630	355	617
636	346	608
601	373	632
622	401	635
641	406	594
653	393	583
619	359	605
655	323	564
642	354	669
599	350	647
625	374	634
619	336	618
648	349	611
647	347	559
646	377	571
649	358	591
599	359	620
640	404	644
640	360	671
651	376	591
605	371	657
633	366	642
621	362	598
615	372	600
619	340	581
676	376	650
633	344	605
650	369	611
640	356	654
642	384	637
652	367	573
630	366	649
605	391	658
644	384	605
635	378	585
611	390	641
626	355	572
610	365	567
610	409	626
594	363	605
703	369	599
639	393	633
606	392	592
611	372	635
612	372	674
654	359	594
594	345	607
574	355	563
618	362	579
613	408	596
616	386	620
640	378	614
633	362	612
644	371	671
625	381	576
612	402	619
612	337	640
596	371	645
633	391	647
637	336	622
612	347	573
646	371	620
638	433	607
602	357	650
576	365	631
623	389	620
643	343	563
617	364	639
633	360	598
634	343	620
625	356	609
639	377	633
616	346	624
608	338	642
609	341	631
644	378	643
632	375	576
671	365	638
619	384	594
650	375	604
614	368	600
675	350	626
658	378	581
634	373	626
630	394	625
626	363	611
675	373	642
594	360	582
602	357	605
618	352	614
643	386	576
598	371	628
634	368	585
640	328	572
640	365	600
620	320	598
603	368	608
622	381	599
611	334	617
613	357	639
675	388	627
623	372	630
624	365	595
619	351	577
635	361	643
590	384	571
664	344	618
614	350	659
617	362	634
648	373	572
633	387	650
661	338	665
677	362	662
637	350	691
647	368	620
646	389	630
623	389	624
635	342	625
668	391	618
663	350	565
700	358	649
651	382	603
679	366	608
679	369	605
687	315	626
671	349	611
709	337	662
671	356	614
712	352	619
718	354	622
685	344	599
703	331	599
753	331	606
700	377	582
716	374	616
754	373	619
690	339	627
708	381	610
772	361	586
766	384	580
734	363	624
801	330	625
769	385	660
836	348	655
785	346	660
835	363	580
808	384	584
807	341	649
848	372	627
779	368	645
833	343	623
851	392	647
808	368	610
834	348	625
851	380	660
826	372	592
800	362	619
814	342	615
808	374	657
816	354	592
849	383	614
821	358	638
785	404	619
834	337	677
807	368	628
717	375	682
800	343	636
797	342	589
770	346	628
769	369	622
756	342	638
749	377	635
773	364	627
732	357	619
726	321	649
756	344	587
752	367	656
776	343	605
760	328	626
715	355	616
704	339	656
749	365	646
757	346	639
715	307	609
731	356	684
731	364	662
736	354	590
736	328	581
724	339	656
764	370	602
811	376	599
785	363	585
755	344	578
723	327	614
724	341	615
785	336	618
693	333	645
719	350	621
698	367	621
725	339	586
735	360	573
729	323	629
756	387	589
701	377	599
733	338	608
709	335	612
735	342	621
706	316	599
646	326	602
734	381	645
703	361	585
649	323	619
686	331	626
757	346	577
677	334	563
708	367	542
723	374	567
706	325	541
745	349	544
710	342	595
701	318	608
707	366	555
693	348	542
745	358	547
649	317	574
678	366	533
726	324	524
689	336	529
660	355	592
635	344	534
649	343	541
716	342	577
687	327	522
694	334	519
622	375	564
748	337	594
695	352	514
680	372	550
674	353	558
680	366	556
676	343	531
701	353	586
730	345	554
722	357	535
641	369	528
695	343	529
641	337	545
666	356	514
709	343	551
678	341	541
662	368	536
680	376	543
677	360	552
702	374	538
690	348	530
655	350	515
669	380	507
632	342	535
660	314	533
676	346	532
672	355	525
692	361	565
719	358	561
646	353	517
686	362	554
645	331	507
655	366	544
676	362	506
697	358	517
669	354	545
679	363	528
664	376	511
660	367	552
647	381	510
661	398	527
663	393	552
661	357	510
664	390	492
650	388	524
646	385	529
664	372	532
656	394	542
629	414	536
667	385	535
657	376	498
636	383	515
639	396	509
641	412	485
637	380	501
677	380	527
678	414	465
652	362	529
698	371	561
659	360	517
649	400	530
631	373	506
664	385	526
635	370	491
640	407	496
666	402	530
630	409	490
633	415	488
623	384	498
653	459	492
672	385	513
688	434	495
622	357	494
601	432	505
678	422	490
654	391	464
679	408	535
631	428	491
627	385	468
593	404	506
643	417	510
636	403	459
650	353	481
645	380	488
637	376	464
674	407	476
641	404	517
613	396	494
655	368	482
647	395	473
605	412	458
594	381	458
619	386	439
679	389	509
630	412	509
626	379	458
659	395	481
610	411	472
638	377	457
670	376	414
620	385	491
624	396	500
623	385	464
615	397	474
632	375	424
627	368	460
648	392	452
577	381	444
671	421	429
604	421	514
605	399	470
630	396	465
647	381	491
633	378	449
671	408	437
628	378	450
672	372	463
631	417	419
632	352	444
625	393	444
616	405	444
579	379	460
644	395	436
601	403	476
637	373	430
671	399	455
663	409	469
579	399	444
651	404	452
628	364	443
689	413	463
649	432	422
643	360	431
633	396	432
638	369	437
605	380	448
668	372	482
655	391	450
619	419	445
618	387	412
656	369	414
640	400	422
655	391	456
625	396	463
608	368	457
642	354	438
633	367	464
648	400	443
648	393	457
609	386	455
671	379	426
640	390	427
632	406	420
638	344	426
616	404	433
615	395	402
642	401	437
622	383	402
621	407	416
627	384	425
654	422	415
619	359	431
653	386	394
584	393	415
669	371	454
624	368	418
624	360	453
650	408	411
639	380	441
630	386	397
666	386	417
629	372	453
709	378	395
616	371	428
647	413	384
641	415	375
663	366	420
616	390	412
598	398	418
614	354	399
599	401	409
665	411	383
658	380	428
548	384	397
622	425	417
637	410	424
650	408	436
580	356	428
677	358	451
667	380	428
654	417	414
635	390	386
592	351	438
622	397	440
628	358	409
647	362	430
633	394	447
644	364	428
654	393	449
652	415	417
656	393	429
656	364	434
625	404	411
636	389	398
612	386	416
664	377	418
624	396	416
653	359	439
696	341	420
655	336	403
666	375	411
637	347	396
658	381	424
654	371	373
670	363	400
676	383	465
606	351	518
646	402	503
695	393	534
635	407	641
609	398	693
625	417	843
652	382	1068
623	373	1352
638	390	1582
648	376	2011
674	397	2508
643	349	3177
654	384	3911
667	380	4565
624	362	5006
626	374	5383
627	382	4995
633	366	4364
638	360	3363
620	388	2446
653	378	1644
637	407	1137
621	354	852
652	362	703
618	396	588
614	369	524
615	345	527
596	367	490
651	383	484
595	389	488
599	377	406
618	389	462
629	362	400
658	373	457
636	338	406
612	356	396
626	371	420
630	347	380
646	383	390
592	354	390
627	389	366
655	369	369
616	351	365
645	386	355
640	360	385
660	390	338
598	353	325
676	354	409
618	373	361
601	369	384
596	383	377
594	381	415
619	417	376
603	382	399
616	365	356
659	420	362
662	363	398
654	403	386
600	350	345
606	396	372
616	387	309
610	395	351
609	369	350
585	332	355
603	377	312
663	368	343
634	356	325
606	368	349
584	367	353
637	360	351
610	388	322
599	341	340
617	390	319
569	359	298
602	377	324
596	379	345
612	360	325
610	352	329
605	364	353
613	346	348
577	360	351
606	368	316
615	353	355
606	336	321
627	394	340
655	379	322
583	356	362
617	329	329
568	393	344
617	395	325
602	368	356
601	370	332
598	337	345
567	375	332
578	339	342
592	358	332
583	346	352
564	362	311
572	357	365
604	372	371
619	346	359
619	347	330
628	353	346
554	355	319
587	373	351
628	374	310
608	365	317
573	341	347
564	362	332
617	374	336
579	373	324
583	369	369
621	332	326
579	343	353
588	355	344
586	407	365
598	357	365
595	354	346
605	344	346
629	364	330
542	366	313
608	350	355
601	321	316
600	338	307
588	331	354
570	341	333
567	346	311
596	312	279
603	354	343
609	335	318
527	378	340
582	337	345
619	379	345
592	349	329
576	327	314
583	350	341
582	363	322
587	347	335
586	377	320
596	333	335
574	342	324
608	379	334
588	335	363
626	367	325
565	347	332
556	339	319
616	377	336
576	356	352
551	318	333
566	307	315
577	389	377
551	378	362
576	358	381
548	364	324
609	378	372
573	342	359
541	363	389
583	356	362
587	391	356
573	338	392
515	333	351
543	328	348
566	375	338
591	342	309
545	331	340
568	342	324
549	360	307
554	358	315
575	352	342
533	361	299
592	328	328
575	352	323
563	352	324
602	337	328
570	361	318
560	369	333
591	326	322
577	377	319
496	362	348
528	357	369
584	343	358
572	372	316
533	372	307
524	351	337
571	332	359
574	348	338
554	321	320
562	363	306
544	326	325
580	328	316
545	334	356
578	373	305
534	333	324
570	325	325
521	323	308
546	321	296
560	342	297
558	355	311
545	345	344
548	343	338
522	348	316
557	344	348
548	325	313
543	340	320
499	364	318
550	356	316
534	327	309
569	358	319
545	365	317
561	332	302
558	336	320
516	308	325
567	359	294
518	324	320
538	354	339
537	339	313
549	317	294
567	330	290
568	332	291
499	346	289
569	348	324
537	335	340
524	328	309
573	350	303
574	338	310
553	368	299
549	319	317
562	302	317
558	372	304
531	332	317
528	347	332
544	308	345
551	312	288
575	348	316
514	333	316
574	311	316
497	311	299
550	379	315
595	298	319
558	352	333
556	332	286
551	321	295
579	343	283
505	339	328
533	354	320
554	363	280
566	312	299
556	306	313
554	338	280
567	321	302
548	333	287
545	324	321
501	327	339
524	326	307
590	311	306
528	307	284
554	316	320
513	345	323
530	323	289
527	337	300
558	327	306
574	315	323
489	355	311
507	321	292
550	313	280
567	336	302
571	328	294
536	333	292
530	308	290
531	357	281
566	321	305
551	381	300
516	335	345
542	338	308
533	314	309
523	334	324
493	315	336
505	356	323
534	342	347
521	312	332
527	329	318
570	305	387
539	308	405
488	330	423
551	307	476
567	328	471
507	326	499
573	339	534
525	313	516
513	318	469
547	331	436
486	290	369
514	345	343
528	313	344
506	354	333
494	318	312
515	334	329
530	350	299
522	330	302
496	292	317
542	334	321
512	322	325
540	320	289
502	316	340
502	355	316
544	303	261
536	279	266
478	283	305
492	328	313
483	316	281
516	321	273
501	309	328
537	303	316
529	318	275
545	339	274
519	313	291
550	331	276
524	314	273
539	327	289
548	316	311
495	315	304
550	320	286
502	335	298
529	346	272
482	326	287
539	349	279
533	256	292
507	296	279
513	298	279
479	291	321
493	330	244
507	329	296
498	310	269
472	345	301
487	310	318
499	318	284
521	294	291
472	297	270
534	310	288
483	298	278
473	321	276
495	297	277
506	315	280
487	313	281
531	333	253
503	293	281
510	313	300
507	327	266
515	308	305
515	286	312
521	312	300
587	304	299
530	341	286
484	301	256
511	332	276
513	349	272
486	312	290
499	329	316
522	329	259
535	313	279
518	308	266
497	339	258
525	321	287
514	351	284
508	354	278
466	350	281
498	319	280
494	349	255
506	335	260
468	351	255
509	320	269
504	285	247
535	295	293
486	304	286
485	325	257
528	309	252
462	315	278
519	336	251
521	309	276
524	274	255
532	308	289
515	315	288
499	307	256
510	275	288
465	298	281
518	302	289
530	328	292
543	351	311
492	303	269
501	289	283
501	280	320
529	297	310
521	317	265
507	301	280
480	311	283
511	263	327
470	303	285
513	321	276
465	328	238
455	299	277
489	301	266
496	290	264
482	275	268
493	278	305
529	282	237
486	316	272
515	289	272
528	281	235
533	282	243
533	293	272
494	270	272
468	316	283
502	242	286
518	293	239
500	319	254
476	329	252
525	308	274
487	290	234
472	325	253
516	264	249
509	301	260
523	298	291
531	310	251
494	293	271
513	284	257
470	296	289
521	309	244
518	277	273
483	284	277
514	297	264
478	294	289
503	290	269
492	291	239
534	282	268
543	288	292
465	305	289
500	274	315
514	298	297
480	295	296
512	276	290
499	307	272
529	300	331
492	255	341
498	285	284
488	284	280
472	269	302
501	280	274
494	274	305
502	283	247
472	284	274
417	293	244
508	277	278
513	289	251
519	302	258
482	306	270
524	292	291
484	286	297
504	300	284
483	291	270
521	330	281
504	291	307
482	243	297
502	314	303
523	272	294
494	284	304
498	290	314
494	275	336
476	294	308
488	307	299
468	268	292
528	283	300
507	273	289
488	280	275
478	294	300
498	291	258
497	285	274
494	270	265
487	284	272
491	266	266
496	285	248
490	290	262
474	306	259
544	282	257
481	292	259
508	327	268
485	286	264
464	294	270
495	263	260
548	293	276
472	267	241
508	282	260
454	261	285
460	271	250
465	297	289
506	283	276
483	268	273
466	262	250
459	275	251
494	285	265
511	259	248
498	310	280
465	283	249
529	287	285
524	282	278
485	271	262
519	268	269
509	303	298
488	310	251
470	284	255
503	297	274
495	308	253
533	297	253
489	288	267
498	292	270
486	309	238
518	330	288
520	300	256
466	301	272
465	279	277
543	292	277
505	268	297
500	293	290
468	263	313
492	288	285
486	281	285
506	290	308
518	288	330
474	290	331
498	289	357
487	291	426
525	267	507
518	272	632
490	268	801
508	315	1040
504	272	1340
489	288	1807
488	288	2467
492	291	3222
504	272	4364
496	264	5651
488	291	6892
502	272	8537
478	272	10352
518	277	11417
494	300	12050
480	275	11418
472	297	10048
495	271	8185
521	275	5889
445	265	4090
481	273	2648
469	297	1712
492	313	1183
484	290	796
479	279	726
490	303	598
512	277	590
492	302	543
521	262	496
452	273	432
543	288	410
494	278	432
496	255	338
494	282	359
482	292	339
496	278	278
486	252	292
490	273	291
453	276	268
478	253	243
494	244	253
499	279	225
482	275	215
492	291	236
476	283	238
481	270	220
492	287	214
449	284	235
483	254	229
503	277	215
499	295	222
457	292	210
496	284	222
450	267	209
480	303	212
484	293	215
541	280	200
506	283	203
502	283	222
450	297	185
516	292	198
521	282	199
481	302	206
486	299	229
491	289	198
515	254	186
485	294	189
483	271	211
479	280	203
482	286	193
480	291	193
462	274	197
494	257	184
512	257	203
487	300	205
510	293	216
531	285	199
455	278	182
530	262	205
511	248	218
488	286	183
493	278	184
500	285	220
508	268	188
484	284	194
509	279	195
521	275	195
493	266	222
496	272	205
458	260	192
435	260	170
464	229	191
494	297	184
467	277	203
476	276	195
481	280	208
497	269	185
487	249	197
490	284	197
505	296	185
498	260	202
469	277	206
510	303	192
490	275	195
496	279	211
496	299	180
505	287	183
476	276	185
485	237	182
504	264	187
541	267	188
500	275	194
500	283	191
529	250	186
466	267	220
517	267	194
481	285	187
497	259	219
505	253	200
519	267	206
507	284	166
502	244	223
497	242	184
453	313	213
482	269	216
511	242	232
526	258	204
499	301	202
517	264	235
448	247	227
546	256	226
521	267	286
512	261	294
526	259	313
518	271	360
503	282	410
507	262	467
494	258	483
499	267	547
487	260	578
508	282	521
532	253	493
476	246	417
493	263	360
460	296	312
491	256	251
508	282	250
473	255	195
497	237	196
496	249	209
505	247	192
529	264	190
480	254	202
543	303	207
434	261	199
474	306	212
546	260	203
490	272	196
530	271	184
526	244	184
485	261	217
499	289	209
505	233	179
480	271	178
501	275	177
506	259	175
490	280	209
466	257	196
523	269	198
488	286	158
493	269	207
475	269	158
507	263	192
471	269	187
504	294	189
484	256	216
519	276	212
496	273	205
500	272	209
499	232	198
498	253	183
488	227	194
502	273	182
484	289	184
513	241	181
513	296	168
522	262	209
520	268	168
489	248	168
479	242	175
449	272	191
494	254	176
474	283	170
513	234	199
472	261	214
537	283	188
499	250	211
484	278	202
494	278	197
483	230	187
505	260	178
541	271	185
525	261	177
497	254	206
505	258	205
511	270	191
476	273	197
531	286	196
480	296	182
511	271	208
511	251	163
552	252	183
559	262	179
520	257	213
527	249	175
498	278	176
483	256	180
510	257	176
535	263	193
473	266	179
536	259	198
516	254	146
475	261	193
512	264	188
491	273	186
486	250	194
491	269	181
515	227	215
522	291	214
503	254	198
534	272	185
519	222	202
502	262	212
549	245	218
507	246	233
508	263	217
498	269	166
471	273	199
537	247	180
488	244	190
512	265	182
498	265	188
514	235	191
547	232	197
479	255	181
531	205	183
494	259	169
519	259	180
548	264	190
499	243	188
497	253	173
505	299	191
550	231	194
554	271	159
504	264	200
480	266	180
501	245	198
517	226	186
533	273	166
471	260	194
536	264	183
505	258	199
535	242	195
485	247	182
505	285	177
561	240	182
537	276	182
488	271	156
548	271	196
574	230	181
501	245	162
551	287	167
517	245	181
510	272	191
519	254	174
506	270	194
503	237	181
571	234	192
538	240	190
520	241	189
574	255	168
524	244	157
532	249	175
545	243	184
522	255	173
521	261	181
494	253	187
535	276	177
532	279	184
507	254	187
502	268	171
562	254	159
516	249	182
541	248	166
504	262	200
557	254	190
548	258	155
493	260	183
538	263	175
516	246	146
498	236	179
484	259	177
519	248	188
513	241	185
533	233	168
478	211	188
482	264	162
517	277	155
534	252	201
523	256	166
510	267	160
576	249	173
532	247	152
529	256	168
538	236	189
531	236	159
476	263	181
589	243	167
560	264	172
520	249	151
555	278	171
509	237	182
526	233	165
567	234	165
536	263	161
529	235	170
539	260	177
549	249	182
526	232	170
543	267	192
518	260	181
548	243	175
535	272	205
551	265	165
509	231	153
550	264	149
471	242	173
556	245	188
577	248	185
538	252	165
532	260	177
540	257	158
479	225	181
531	243	174
575	284	178
534	258	153
503	246	178
513	252	177
541	238	188
549	274	171
519	242	166
536	237	156
572	271	174
517	249	180
523	227	179
553	252	185
546	251	191
562	253	214
526	251	236
548	259	222
577	258	270
521	247	360
533	271	364
543	221	457
535	240	567
577	249	614
551	270	742
557	251	858
545	256	999
551	248	1009
544	234	951
543	260	839
538	253	714
514	215	579
545	265	429
586	237	362
516	263	274
571	272	230
525	270	221
557	257	193
572	244	180
523	230	198
519	237	183
528	242	208
576	272	190
631	251	201
582	244	176
532	232	181
523	261	208
558	268	185
587	251	210
590	267	220
562	247	215
574	249	223
533	238	209
568	273	243
542	283	223
594	248	198
550	252	201
572	260	186
575	260	190
556	224	191
554	275	143
596	267	172
589	233	164
577	249	187
598	247	194
616	255	177
599	262	192
590	210	188
562	250	160
600	229	172
511	272	186
591	253	147
575	214	168
528	242	194
596	221	172
578	259	177
538	230	153
557	242	182
570	240	175
603	237	157
577	261	163
566	236	137
589	222	173
572	245	169
595	230	164
608	247	168
556	226	165
562	245	162
614	244	166
583	255	151
581	266	176
577	255	180
602	259	173
510	271	168
573	224	166
594	263	176
593	244	193
621	250	181
570	232	149
556	260	161
601	216	183
583	240	179
583	268	166
601	239	183
577	233	183
582	268	182
594	258	177
590	244	177
600	246	152
588	224	166
607	238	182
610	256	183
552	213	166
556	272	185
601	247	155
586	269	161
609	252	182
616	234	152
619	257	150
560	276	160
629	248	169
632	256	159
632	225	182
591	243	189
617	281	149
586	228	192
551	248	165
601	238	156
594	252	164
648	259	181
556	223	190
600	245	150
599	238	199
620	241	158
575	227	168
591	251	169
615	244	169
612	254	173
640	240	153
615	246	171
639	242	175
570	253	163
615	232	196
628	245	182
608	252	159
581	274	151
609	214	182
591	221	168
607	249	180
627	236	168
609	232	193
600	239	182
569	233	170
620	234	180
584	257	196
603	265	142
638	258	176
586	213	180
600	236	164
626	230	175
636	254	171
619	244	170
649	248	177
574	234	160
628	240	161
614	224	157
638	263	161
