0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	1
175	1
176	7
177	90
178	397
179	691
180	719
181	747
182	736
183	788
184	756
185	744
186	735
187	761
188	803
189	728
190	737
191	740
192	803
193	751
194	781
195	707
196	776
197	733
198	728
199	740
200	722
201	723
202	753
203	748
204	723
205	718
206	690
207	748
208	701
209	710
210	697
211	726
212	707
213	699
214	732
215	675
216	735
217	710
218	745
219	696
220	695
221	746
222	728
223	734
224	696
225	692
226	701
227	672
228	722
229	730
230	710
231	721
232	696
233	716
234	672
235	670
236	717
237	691
238	713
239	680
240	692
241	675
242	689
243	708
244	707
245	671
246	642
247	692
248	646
249	673
250	666
251	706
252	695
253	692
254	668
255	671
256	662
257	680
258	681
259	683
260	715
261	708
262	655
263	635
264	731
265	710
266	661
267	648
268	656
269	639
270	670
271	646
272	665
273	684
274	693
275	642
276	661
277	689
278	667
279	651
280	639
281	675
282	699
283	627
284	646
285	679
286	655
287	629
288	662
289	613
290	675
291	686
292	684
293	668
294	626
295	613
296	690
297	704
298	675
299	656
300	702
301	653
302	631
303	640
304	664
305	629
306	654
307	663
308	647
309	675
310	617
311	633
312	658
313	704
314	631
315	657
316	660
317	635
318	634
319	642
320	652
321	624
322	611
323	633
324	665
325	660
326	612
327	666
328	693
329	667
330	619
331	686
332	682
333	631
334	636
335	603
336	598
337	619
338	661
339	674
340	636
341	633
342	615
343	632
344	645
345	604
346	645
347	658
348	629
349	689
350	636
351	618
352	664
353	600
354	629
355	630
356	684
357	632
358	639
359	672
360	639
361	648
362	666
363	611
364	683
365	655
366	683
367	660
368	673
369	641
370	726
371	727
372	757
373	705
374	721
375	730
376	699
377	736
378	655
379	693
380	773
381	732
382	747
383	741
384	762
385	828
386	778
387	718
388	724
389	691
390	658
391	729
392	621
393	640
394	585
395	633
396	628
397	635
398	661
399	614
400	603
401	629
402	634
403	666
404	636
405	672
406	586
407	627
408	636
409	659
410	612
411	651
412	566
413	655
414	657
415	608
416	659
417	645
418	641
419	639
420	623
421	654
422	597
423	638
424	642
425	634
426	659
427	672
428	620
429	678
430	750
431	660
432	707
433	657
434	727
435	760
436	722
437	738
438	821
439	730
440	674
441	651
442	698
443	610
444	665
445	669
446	623
447	723
448	641
449	643
450	624
451	605
452	639
453	635
454	593
455	636
456	651
457	641
458	649
459	608
460	557
461	659
462	631
463	614
464	592
465	610
466	660
467	628
468	603
469	643
470	629
471	604
472	633
473	575
474	597
475	633
476	629
477	622
478	607
479	612
480	614
481	628
482	643
483	594
484	595
485	653
486	578
487	608
488	649
489	585
490	639
491	597
492	617
493	621
494	593
495	639
496	633
497	604
498	606
499	590
500	591
501	602
502	615
503	596
504	658
505	623
506	621
507	638
508	583
509	603
510	663
511	631
512	627
513	653
514	576
515	601
516	605
517	634
518	593
519	613
520	637
521	628
522	629
523	618
524	594
525	572
526	628
527	610
528	577
529	635
530	656
531	611
532	626
533	635
