# "TIME" "CH1" "CH2" 
-9.062e-05 -0.008 0.1 
-9.060e-05 -0.008 0.1 
-9.058e-05 -0.01 0 
-9.056e-05 -0.01 0 
-9.054e-05 -0.018 0.1 
-9.052e-05 -0.016 0 
-9.050e-05 -0.016 0.1 
-9.048e-05 -0.012 0 
-9.046e-05 -0.006 -0.1 
-9.044e-05 -0.006 0 
-9.042e-05 -0.014 0.1 
-9.040e-05 -0.012 0 
-9.038e-05 -0.012 -0.1 
-9.036e-05 -0.01 -0.1 
-9.034e-05 -0.012 0 
-9.032e-05 -0.016 0 
-9.030e-05 -0.01 0.1 
-9.028e-05 -0.014 0.2 
-9.026e-05 -0.008 -0.2 
-9.024e-05 -0.004 -0.1 
-9.022e-05 -0.018 0 
-9.020e-05 -0.01 0.2 
-9.018e-05 -0.014 -0.1 
-9.016e-05 -0.012 0.2 
-9.014e-05 -0.01 0.4 
-9.012e-05 -0.012 0.4 
-9.010e-05 -0.006 0.2 
-9.008e-05 -0.012 0.2 
-9.006e-05 -0.012 0.2 
-9.004e-05 -0.014 0 
-9.002e-05 -0.006 0.1 
-9.000e-05 -0.006 0.1 
-8.998e-05 -0.008 0.2 
-8.996e-05 -0.012 0.2 
-8.994e-05 -0.01 0 
-8.992e-05 -0.016 0.2 
-8.990e-05 -0.016 0.2 
-8.988e-05 -0.022 0.1 
-8.986e-05 -0.014 0 
-8.984e-05 -0.014 0.3 
-8.982e-05 -0.014 0 
-8.980e-05 -0.008 0 
-8.978e-05 -0.02 0.1 
-8.976e-05 -0.008 0.1 
-8.974e-05 -0.008 -0.1 
-8.972e-05 -0.006 0.1 
-8.970e-05 -0.014 0 
-8.968e-05 -0.006 0 
-8.966e-05 -0.012 -0.1 
-8.964e-05 -0.022 0.1 
-8.962e-05 -0.02 0.2 
-8.960e-05 -0.014 0 
-8.958e-05 -0.012 0.1 
-8.956e-05 -0.014 0 
-8.954e-05 -0.006 0.2 
-8.952e-05 -0.016 0.1 
-8.950e-05 -0.016 -0.3 
-8.948e-05 -0.01 -0.1 
-8.946e-05 -0.012 -0.2 
-8.944e-05 -0.014 0.2 
-8.942e-05 -0.02 -0.1 
