14.5069	4.30	0.75	3.77	4.21	0.82	3.69	38.70	25.80	3.00	100.00
14.5903	4.64	0.86	4.71	4.56	0.89	4.63	36.70	25.80	3.00	110.00
14.6736	3.70	0.67	2.90	3.70	0.70	2.90	36.70	25.80	5.00	80.00
14.7569	3.27	0.55	2.11	3.10	0.54	2.00	36.70	25.80	3.00	70.00
14.8403	2.92	0.47	1.62	2.84	0.50	1.57	36.70	25.80	3.00	50.00
14.9239	2.92	0.47	1.62	2.84	0.50	1.57	36.70	25.80	3.00	60.00
15.0072	3.01	0.47	1.67	2.84	0.50	1.57	36.70	25.80	3.00	60.00
15.0906	3.27	0.51	1.96	3.18	0.58	1.91	36.70	25.80	1.00	70.00
15.1739	2.67	0.39	1.23	2.49	0.43	1.15	38.70	25.80	7.00	40.00
15.2572	2.84	0.43	1.44	2.67	0.47	1.35	38.70	25.80	5.00	50.00
15.3406	2.49	0.39	1.15	2.24	0.39	1.03	36.70	25.80	5.00	40.00
15.4239	2.41	0.35	1.00	2.24	0.39	0.93	36.70	23.80	5.00	40.00
15.5072	1.98	0.27	0.64	1.72	0.27	0.56	36.70	23.80	3.00	30.00
15.5906	1.89	0.24	0.52	1.55	0.23	0.43	36.70	23.80	1.00	20.00
15.6739	1.72	0.24	0.48	1.46	0.23	0.40	36.70	23.80	3.00	20.00
15.7572	1.63	0.20	0.38	1.38	0.23	0.32	36.70	23.80	3.00	20.00
15.8406	1.72	0.24	0.48	1.46	0.23	0.40	36.70	23.80	3.00	20.00
15.9239	1.46	0.16	0.27	1.12	0.16	0.21	34.70	23.80	1.00	10.00
16.0072	1.46	0.16	0.27	1.20	0.16	0.22	36.70	23.80	1.00	10.00
16.0906	1.72	0.20	0.40	1.38	0.19	0.32	36.70	23.80	1.00	10.00
16.1739	1.63	0.20	0.38	1.20	0.19	0.28	36.70	23.80	3.00	10.00
16.2575	1.46	0.16	0.27	1.20	0.19	0.22	36.70	23.80	1.00	10.00
16.3408	1.55	0.16	0.29	1.20	0.16	0.22	36.70	23.80	1.00	10.00
16.4242	1.46	0.16	0.27	1.20	0.16	0.22	36.70	23.80	3.00	10.00
16.5075	1.63	0.20	0.38	1.46	0.23	0.34	34.70	21.80	-1.00	10.00
16.5908	1.46	0.16	0.27	1.20	0.16	0.22	36.70	23.80	1.00	10.00
16.6742	1.46	0.16	0.27	1.20	0.16	0.22	36.70	23.80	3.00	10.00
16.9381	1.63	0.20	0.38	1.20	0.19	0.28	36.70	23.80	1.00	10.00
17.0075	1.46	0.16	0.27	1.20	0.16	0.22	36.70	23.80	3.00	10.00
17.0908	1.29	0.12	0.18	1.03	0.12	0.14	36.70	23.80	3.00	10.00
17.2853	1.29	0.12	0.18	1.03	0.12	0.14	36.70	23.80	3.00	10.00
17.3686	1.55	0.16	0.29	1.20	0.19	0.22	36.70	23.80	1.00	10.00
17.4242	1.55	0.16	0.29	1.20	0.19	0.22	36.70	23.80	1.00	10.00
