"TIME","CH1","CH2"
-9.664e-07,-0.496094,0.0834375
-9.662e-07,-0.402344,0.166875
-9.660e-07,-0.610156,0.16
-9.658e-07,-0.503125,0.215313
-9.656e-07,-0.4,0.235
-9.654e-07,-0.495313,0.0721875
-9.652e-07,-0.498438,0.121875
-9.650e-07,-0.397656,0.200312
-9.648e-07,-0.586719,0.201563
-9.646e-07,-0.700781,0.329375
-9.644e-07,-0.624219,0.20875
-9.642e-07,-0.478906,0.0353125
-9.640e-07,-0.699219,0.0721875
-9.638e-07,-0.45625,0.12125
-9.636e-07,-0.410938,0.024375
-9.634e-07,-0.296875,0.272813
-9.632e-07,-0.490625,0.213437
-9.630e-07,-0.317188,0.202188
-9.628e-07,-0.382813,0.115625
-9.626e-07,-0.690625,0.271562
-9.624e-07,-0.523438,0.255
-9.622e-07,-0.214063,0.16
-9.620e-07,-0.269531,0.238437
-9.618e-07,-0.603125,0.159375
-9.616e-07,-0.396094,0.11375
-9.614e-07,-0.7,0.200625
-9.612e-07,-0.396875,0.1675
-9.610e-07,-0.507813,0.0796875
-9.608e-07,-0.602344,0.154688
-9.606e-07,-0.7,0.240625
-9.604e-07,-0.597656,0.20625
-9.602e-07,-0.604688,0.0796875
-9.600e-07,-0.692188,0.114688
-9.598e-07,-0.296875,0.20125
-9.596e-07,-0.407813,0.199688
-9.594e-07,-0.498438,0.194063
-9.592e-07,-0.194531,0.0803125
-9.590e-07,-0.395313,0.11875
-9.588e-07,-0.497656,0.0396875
-9.586e-07,-0.400781,0.121875
-9.584e-07,-0.500781,0.080625
-9.582e-07,-0.496094,0.123438
-9.580e-07,-0.402344,0.159375
-9.578e-07,-0.605469,0.24125
-9.576e-07,-0.595313,0.200625
-9.574e-07,-0.490625,0.19625
-9.572e-07,-0.403906,0.12
-9.570e-07,-0.499219,0.16625
-9.568e-07,-0.398438,0.159688
-9.566e-07,-0.50625,0.070625
-9.564e-07,-0.619531,0.0409375
-9.562e-07,-0.678906,0.124375
-9.560e-07,-0.307813,0.161563
-9.558e-07,-0.721094,0.194063
-9.556e-07,-0.599219,0.12
-9.554e-07,-0.816406,0.207813
-9.552e-07,-0.666406,0.199688
-9.550e-07,-0.386719,0.195938
-9.548e-07,-0.416406,0.16125
-9.546e-07,-0.505469,0.194375
-9.544e-07,-0.496875,0.12
-9.542e-07,-0.508594,0.153438
-9.540e-07,-0.476563,0.04
-9.538e-07,-0.310156,0.125312
-9.536e-07,-0.61875,0.160625
-9.534e-07,-0.485156,0.185
-9.532e-07,-0.400781,0.081875
-9.530e-07,-0.516406,0.290938
-9.528e-07,-0.59375,0.19375
-9.526e-07,-0.300781,0.11875
-9.524e-07,-0.500781,0.119375
-9.522e-07,-0.397656,0.1175
-9.520e-07,-0.698438,0.076875
-9.518e-07,-0.420313,0.156875
-9.516e-07,-0.408594,0.000625
-9.514e-07,-0.107813,0.1325
-9.512e-07,-0.367969,0.160625
-9.510e-07,-0.310156,0.200312
-9.508e-07,-0.525781,0.239063
-9.506e-07,-0.796875,0.23875
-9.504e-07,-0.669531,0.246875
