"TIME","CH1","CH2"
-5.0000e-06,0.114063,0.443438
-4.9990e-06,0.120313,0.239063
-4.9980e-06,0.119687,0.238437
-4.9970e-06,0.079375,0.320313
-4.9960e-06,-0.0003125,0.36
-4.9950e-06,0.0415625,0.356875
-4.9940e-06,0.160938,0.2
-4.9930e-06,0.15875,0.362812
-4.9920e-06,0.12,0.360312
-4.9910e-06,0.20125,0.395625
-4.9900e-06,0.239063,0.2
-4.9890e-06,0.160312,0.4425
-4.9880e-06,0.200312,0.400312
-4.9870e-06,0.0503125,0.321563
-4.9860e-06,-0.040625,0.28
-4.9850e-06,0.160938,0.36
-4.9840e-06,0.08,0.32
-4.9830e-06,-0.0003125,0.359687
-4.9820e-06,0.160625,0.24
-4.9810e-06,0.117813,0.360938
-4.9800e-06,0.122188,0.359063
-4.9790e-06,0.199688,0.32
-4.9780e-06,0.119375,0.36
-4.9770e-06,0.0796875,0.32
-4.9760e-06,0.04,0.36
-4.9750e-06,0.080625,0.279688
-4.9740e-06,0.199688,0.35875
-4.9730e-06,0.1225,0.399375
-4.9720e-06,0.079375,0.32
-4.9710e-06,0.12,0.36125
-4.9700e-06,0.08,0.36
-4.9690e-06,0.160938,0.36125
-4.9680e-06,0.15875,0.44
-4.9670e-06,0.039375,0.359063
-4.9660e-06,0.04,0.32
-4.9650e-06,0.04,0.320313
-4.9640e-06,0.12,0.4
-4.9630e-06,0.16,0.360938
-4.9620e-06,0.081875,0.44
-4.9610e-06,0.001875,0.279375
-4.9600e-06,-0.0015625,0.277813
-4.9590e-06,0.0796875,0.319688
-4.9580e-06,0,0.280313
-4.9570e-06,-0.03875,0.320313
-4.9560e-06,0.160938,0.359687
-4.9550e-06,0.0790625,0.399062
-4.9540e-06,-0.04,0.279688
-4.9530e-06,0.080625,0.320313
-4.9520e-06,0.0415625,0.28
-4.9510e-06,0.239375,0.3225
-4.9500e-06,0.0396875,0.359375
-4.9490e-06,0.19875,0.28
-4.9480e-06,0.0890625,0.35875
-4.9470e-06,-0.006875,0.321875
-4.9460e-06,0.160312,0.319063
-4.9450e-06,0.079375,0.319375
-4.9440e-06,0.160312,0.16
-4.9430e-06,0.160625,0.36125
-4.9420e-06,0.19875,0.320625
-4.9410e-06,0.03875,0.31875
-4.9400e-06,0.123438,0.238125
-4.9390e-06,0.239688,0.48
-4.9380e-06,0.119063,0.200312
-4.9370e-06,0.08,0.36
-4.9360e-06,0.04,0.360312
-4.9350e-06,0.08,0.31875
-4.9340e-06,0.2,0.239688
-4.9330e-06,0.0796875,0.401563
-4.9320e-06,0.2,0.318437
-4.9310e-06,0.0375,0.240937
-4.9300e-06,-0.07875,0.320313
-4.9290e-06,0.160938,0.320937
-4.9280e-06,0.119687,0.36
-4.9270e-06,0.158125,0.280938
-4.9260e-06,0.0003125,0.48
-4.9250e-06,0.201875,0.317813
-4.9240e-06,0.159688,0.360625
-4.9230e-06,0.119375,0.360938
-4.9220e-06,-0.0003125,0.4
-4.9210e-06,0.0796875,0.200312
-4.9200e-06,0,0.279375
-4.9190e-06,0.0396875,0.240313
-4.9180e-06,0.0825,0.32
-4.9170e-06,0.199063,0.198125
-4.9160e-06,0,0.24
-4.9150e-06,0.120938,0.360625
-4.9140e-06,0.0396875,0.319688
-4.9130e-06,0.16125,0.28375
-4.9120e-06,0.0790625,0.440313
-4.9110e-06,0.120938,0.3175
-4.9100e-06,0.119375,0.320937
-4.9090e-06,0.0396875,0.440313
-4.9080e-06,0.08125,0.4025
-4.9070e-06,-0.0403125,0.36
-4.9060e-06,0.04125,0.4
-4.9050e-06,0.12,0.278437
-4.9040e-06,0.04,0.199063
-4.9030e-06,0.12,0.32
-4.9020e-06,0.119687,0.240937
-4.9010e-06,0.07875,0.279375
-4.9000e-06,0.0403125,0.359375
-4.8990e-06,0.079375,0.360312
-4.8980e-06,0,0.359687
-4.8970e-06,0.12,0.360312
-4.8960e-06,0.000625,0.319688
-4.8950e-06,0.0803125,0.36
-4.8940e-06,0.0784375,0.32
-4.8930e-06,0.200312,0.361875
-4.8920e-06,-0.0396875,0.48
-4.8910e-06,0.0803125,0.36
-4.8900e-06,0.040625,0.359375
-4.8890e-06,0.240313,0.36
-4.8880e-06,0.159063,0.319375
-4.8870e-06,0.200312,0.479063
-4.8860e-06,0.119375,0.28
-4.8850e-06,0.08,0.32
-4.8840e-06,0.0396875,0.24
-4.8830e-06,0.04,0.360312
-4.8820e-06,-0.0015625,0.280313
-4.8810e-06,0.11875,0.320313
-4.8800e-06,0.0403125,0.239375
-4.8790e-06,0.0790625,0.36
-4.8780e-06,0.04,0.28
-4.8770e-06,-0.0784375,0.36
-4.8760e-06,0.160625,0.28
-4.8750e-06,0.0378125,0.360938
-4.8740e-06,0.120625,0.36
-4.8730e-06,0.0790625,0.397813
-4.8720e-06,0.08125,0.200625
-4.8710e-06,0.16,0.243438
-4.8700e-06,0.08,0.399375
-4.8690e-06,0.08,0.35875
-4.8680e-06,0.0375,0.358125
-4.8670e-06,0.160312,0.4
-4.8660e-06,0.12,0.360312
-4.8650e-06,0.04,0.32
-4.8640e-06,0.08,0.319688
-4.8630e-06,0.12125,0.36
-4.8620e-06,0.199375,0.359687
-4.8610e-06,0.07875,0.359375
-4.8600e-06,0.160938,0.241875
-4.8590e-06,0.1575,0.199375
-4.8580e-06,0.08,0.357813
-4.8570e-06,0.12,0.44
-4.8560e-06,0.0796875,0.400312
-4.8550e-06,0.159688,0.320313
-4.8540e-06,0.120313,0.28
-4.8530e-06,0.160625,0.360625
