-2.0088e-06,0.280625
-2.0084e-06,0.4425
-2.0080e-06,0.396562
-2.0076e-06,0.239688
-2.0072e-06,0.323438
-2.0068e-06,0.322188
-2.0064e-06,0.400938
-2.0060e-06,0.3175
-2.0056e-06,0.280313
-2.0052e-06,0.275625
-2.0048e-06,0.403437
-2.0044e-06,0.246563
-2.0040e-06,0.314688
-2.0036e-06,0.28
-2.0032e-06,0.358438
-2.0028e-06,0.319375
-2.0024e-06,0.28
-2.0020e-06,0.32
-2.0016e-06,0.28125
-2.0012e-06,0.278125
-2.0008e-06,0.320625
-2.0004e-06,0.279688
-2.0000e-06,0.320625
-1.9996e-06,0.27875
-1.9992e-06,0.32
-1.9988e-06,0.198125
-1.9984e-06,0.285625
-1.9980e-06,0.35625
-1.9976e-06,0.198438
-1.9972e-06,0.24
-1.9968e-06,0.199375
-1.9964e-06,0.35625
-1.9960e-06,0.32375
-1.9956e-06,0.279375
-1.9952e-06,0.319063
-1.9948e-06,0.199688
-1.9944e-06,0.32375
-1.9940e-06,0.35875
-1.9936e-06,0.319375
-1.9932e-06,0.280313
-1.9928e-06,0.16375
-1.9924e-06,0.154688
-1.9920e-06,0.275937
-1.9916e-06,0.243438
-1.9912e-06,0.273438
-1.9908e-06,0.399688
-1.9904e-06,0.321875
-1.9900e-06,0.319063
-1.9896e-06,0.358438
-1.9892e-06,0.401563
-1.9888e-06,0.285938
-1.9884e-06,0.27625
-1.9880e-06,0.32125
-1.9876e-06,0.245313
-1.9872e-06,0.235312
-1.9868e-06,0.320625
-1.9864e-06,0.2
-1.9860e-06,0.32125
-1.9856e-06,0.195
-1.9852e-06,0.204688
-1.9848e-06,0.320625
-1.9844e-06,0.279688
-1.9840e-06,0.32
-1.9836e-06,0.24
-1.9832e-06,0.2825
-1.9828e-06,0.439687
-1.9824e-06,0.276875
-1.9820e-06,0.326875
-1.9816e-06,0.35625
-1.9812e-06,0.239375
-1.9808e-06,0.320313
-1.9804e-06,0.32
-1.9800e-06,0.359375
-1.9796e-06,0.28625
-1.9792e-06,0.195
-1.9788e-06,0.354375
-1.9784e-06,0.325
-1.9780e-06,0.285
-1.9776e-06,0.2675
-1.9772e-06,0.439687
-1.9768e-06,0.320625
-1.9764e-06,0.278125
-1.9760e-06,0.355938
-1.9756e-06,0.369687
-1.9752e-06,0.1975
-1.9748e-06,0.438125
-1.9744e-06,0.402188
-1.9740e-06,0.32
-1.9736e-06,0.31875
-1.9732e-06,0.280625
-1.9728e-06,0.360625
-1.9724e-06,0.319688
-1.9720e-06,0.28
-1.9716e-06,0.199375
-1.9712e-06,0.357813
-1.9708e-06,0.4
-1.9704e-06,0.118125
-1.9700e-06,0.24625
-1.9696e-06,0.361875
-1.9692e-06,0.3575
-1.9688e-06,0.316875
-1.9684e-06,0.324688
-1.9680e-06,0.399062
-1.9676e-06,0.239063
-1.9672e-06,0.2
-1.9668e-06,0.319375
-1.9664e-06,0.32
-1.9660e-06,0.321875
-1.9656e-06,0.2
-1.9652e-06,0.315625
-1.9648e-06,0.329062
-1.9644e-06,0.195313
-1.9640e-06,0.321875
-1.9636e-06,0.280625
-1.9632e-06,0.48
-1.9628e-06,0.318125
-1.9624e-06,0.320313
-1.9620e-06,0.44
-1.9616e-06,0.277813
-1.9612e-06,0.322188
-1.9608e-06,0.358438
-1.9604e-06,0.279375
-1.9600e-06,0.319688
-1.9596e-06,0.32
-1.9592e-06,0.399375
-1.9588e-06,0.320625
-1.9584e-06,0.199375
-1.9580e-06,0.201563
-1.9576e-06,0.287187
-1.9572e-06,0.40625
-1.9568e-06,0.390313
-1.9564e-06,0.267813
-1.9560e-06,0.248438
-1.9556e-06,0.359063
-1.9552e-06,0.280625
-1.9548e-06,0.359687
-1.9544e-06,0.239375
-1.9540e-06,0.318437
-1.9536e-06,0.319063
-1.9532e-06,0.281562
-1.9528e-06,0.315
-1.9524e-06,0.201875
-1.9520e-06,0.407188
-1.9516e-06,0.3975
-1.9512e-06,0.36
-1.9508e-06,0.361563
-1.9504e-06,0.3225
-1.9500e-06,0.351875
-1.9496e-06,0.44125
-1.9492e-06,0.242188
-1.9488e-06,0.241563
-1.9484e-06,0.320313
-1.9480e-06,0.28
-1.9476e-06,0.32
-1.9472e-06,0.19875
-1.9468e-06,0.395625
-1.9464e-06,0.400938
-1.9460e-06,0.362188
-1.9456e-06,0.239063
-1.9452e-06,0.282813
-1.9448e-06,0.362188
-1.9444e-06,0.356875
-1.9440e-06,0.31625
-1.9436e-06,0.32625
-1.9432e-06,0.399062
-1.9428e-06,0.318437
-1.9424e-06,0.360625
-1.9420e-06,0.360625
-1.9416e-06,0.28
-1.9412e-06,0.360312
-1.9408e-06,0.356875
-1.9404e-06,0.27875
